dih  Etot    EPtot   BOND   ANGLE  DIHED   1-4NB  1-4EEL  VDWAALS  EELEC EGB
-77 19.8216 -3.2779 5.4435 2.8766 7.0085 6.1446 51.6399 44.3715 -100.9796 -19.7829
-76 14.1133 -3.3484 5.4435 2.8766 6.9327 6.1446 51.6039 44.3715 -100.9036 -19.8176
-75 21.3107 -3.4350 5.4435 2.8766 6.8512 6.1446 51.5675 44.3715 -100.8379 -19.8521
-74 13.6048 -3.5373 5.4435 2.8766 6.7642 6.1446 51.5309 44.3715 -100.7822 -19.8864
-73 14.1879 -3.6548 5.4435 2.8766 6.6717 6.1446 51.4940 44.3715 -100.7366 -19.9201
-72 17.4605 -3.7871 5.4435 2.8766 6.5739 6.1446 51.4568 44.3715 -100.7008 -19.9531
-71 16.6422 -3.9338 5.4435 2.8766 6.4709 6.1446 51.4193 44.3715 -100.6747 -19.9855
-70 18.0423 -4.0945 5.4435 2.8766 6.3628 6.1446 51.3817 44.3715 -100.6581 -20.0172
-69 17.4593 -4.2689 5.4435 2.8766 6.2497 6.1446 51.3438 44.3715 -100.6506 -20.0481
-68 18.7387 -4.4564 5.4435 2.8766 6.1318 6.1446 51.3057 44.3715 -100.6520 -20.0782
-67 13.0631 -4.6566 5.4435 2.8766 6.0092 6.1446 51.2675 44.3715 -100.6620 -20.1075
-66 19.5486 -4.8689 5.4435 2.8766 5.8821 6.1446 51.2291 44.3715 -100.6803 -20.1360
-65 14.8232 -5.0928 5.4435 2.8766 5.7507 6.1446 51.1905 44.3715 -100.7065 -20.1636
-64 11.4586 -5.3278 5.4435 2.8766 5.6150 6.1446 51.1518 44.3715 -100.7404 -20.1904
-63 14.9241 -5.5733 5.4435 2.8766 5.4752 6.1446 51.1130 44.3715 -100.7815 -20.2163
-62 13.1342 -5.8287 5.4435 2.8766 5.3316 6.1446 51.0741 44.3715 -100.8294 -20.2413
-61 13.9427 -6.0936 5.4435 2.8766 5.1843 6.1446 51.0352 44.3715 -100.8839 -20.2654
-60 14.3646 -6.3672 5.4435 2.8766 5.0335 6.1446 50.9962 44.3715 -100.9445 -20.2887
